15,3439534.0,3440432.5,3440155.5,3439812.2,3441419.0,3442006.0,3441258.8,3440883.5,3440235.5,3439546.8,3441901.8,3442115.5,3440325.0,3441348.2,3440894.0,3441529.0,3441973.5,3441543.8,3439848.8,3441256.2,3441932.2,3441231.8,3441229.5,3441154.2,3440486.8,3441353.8,3441399.2,3440511.8,3441558.0,3441057.5,3441863.2,3440118.2,3440925.2,3441521.2,3441857.5,3441297.8,3439594.5
16,3438860.0,3439857.2,3439554.0,3439155.0,3440951.2,3441599.2,3440766.8,3440365.8,3439641.5,3438881.5,3441466.5,3441737.2,3439722.2,3440856.5,3440372.2,3441058.5,3441568.5,3441092.2,3439207.5,3440766.5,3441528.2,3440753.0,3440740.8,3440651.0,3439913.2,3440889.2,3440931.2,3439941.5,3441106.2,3440545.2,3441447.2,3439502.5,3440411.8,3441056.5,3441438.5,3440820.2,3438918.2
17,3438192.8,3439286.2,3438947.5,3438507.5,3440491.5,3441199.2,3440270.2,3439849.8,3439059.5,3438211.5,3441061.2,3441361.5,3439136.2,3440378.2,3439855.8,3440599.2,3441163.8,3440646.2,3438574.5,3440287.8,3441133.5,3440287.5,3440269.8,3440150.8,3439360.2,3440424.2,3440459.8,3439385.2,3440666.5,3440057.5,3441033.5,3438890.0,3439894.8,3440590.5,3441018.5,3440348.5,3438259.8
18,3437418.5,3438639.5,3438262.8,3437776.5,3439967.2,3440751.2,3439724.5,3439260.0,3438400.8,3437461.0,3440588.2,3440930.5,3438469.8,3439837.5,3439262.8,3440087.5,3440719.2,3440136.5,3437851.8,3439751.0,3440676.8,3439744.2,3439735.0,3439590.2,3438715.5,3439908.8,3439941.2,3438744.0,3440165.0,3439494.0,3440574.2,3438197.0,3439315.0,3440066.5,3440536.8,3439810.8,3437503.0
19,3436583.5,3437954.0,3437535.2,3436988.0,3439403.5,3440268.0,3439137.5,3438619.5,3437688.0,3436642.8,3440091.2,3440472.2,3437765.8,3439275.5,3438621.5,3439527.8,3440241.2,3439580.2,3437081.2,3439175.2,3440192.2,3439162.5,3439158.0,3438977.2,3438021.5,3439348.0,3439387.2,3438060.0,3439634.0,3438895.5,3440077.5,3437434.2,3438689.8,3439503.2,3440034.8,3439228.0,3436679.2
20,3435657.2,3437183.5,3436714.0,3436113.8,3438784.2,3439750.2,3438480.2,3437895.2,3436915.8,3435723.0,3439540.8,3439963.0,3436971.0,3438640.2,3437918.0,3438919.8,3439706.2,3438980.2,3436215.2,3438536.0,3439651.2,3438510.8,3438520.2,3438303.8,3437261.0,3438723.8,3438775.0,3437290.8,3439051.0,3438235.8,3439532.0,3436596.2,3437997.0,3438889.8,3439476.5,3438600.0,3435782.0
21,3434646.0,3436343.5,3435817.2,3435127.5,3438100.2,3439152.5,3437766.8,3437104.0,3436049.8,3434719.2,3438926.2,3439407.5,3436093.2,3437949.5,3437122.8,3438236.0,3439119.0,3438322.0,3435270.8,3437839.8,3439054.5,3437807.0,3437828.5,3437572.5,3436414.8,3438031.8,3438105.5,3436448.8,3438405.5,3437493.0,3438927.5,3435674.0,3437242.2,3438219.8,3438867.8,3437908.2,3434781.8
22,3433472.5,3435368.8,3434778.5,3433998.5,3437311.5,3438478.8,3436964.8,3436189.0,3435060.5,3433544.0,3438237.8,3438771.0,3435081.5,3437158.5,3436213.8,3437467.5,3438450.5,3437565.2,3434168.2,3437039.8,3438377.8,3436990.5,3437009.0,3436725.5,3435445.2,3437223.8,3437334.2,3435461.2,3437664.0,3436654.8,3438253.2,3434588.0,3436371.0,3437435.0,3438174.0,3437104.5,3433626.5
23,3432068.8,3434201.0,3433540.2,3432628.2,3436367.5,3437695.5,3435993.5,3435108.2,3433894.2,3432144.0,3437404.0,3438005.8,3433869.8,3436208.5,3435129.2,3436549.8,3437659.0,3436663.8,3432855.2,3436093.5,3437579.5,3436014.5,3436042.8,3435712.2,3434277.2,3436280.8,3436415.5,3434281.2,3436781.8,3435642.8,3437453.8,3433282.5,3435312.8,3436499.2,3437355.0,3436142.0,3432251.0
24,3430824.0,3433160.8,3432449.5,3431428.2,3435548.8,3437004.0,3435157.8,3434153.8,3432868.0,3430904.2,3436667.0,3437348.5,3432803.8,3435399.0,3434182.8,3435750.8,3436978.0,3435865.2,3431705.0,3435269.2,3436868.5,3435176.2,3435206.8,3434829.2,3433257.5,3435451.2,3435625.8,3433251.5,3436016.5,3434769.8,3436748.2,3432138.0,3434400.8,3435684.5,3436631.2,3435308.2,3431021.0
25,3429687.2,3432224.8,3431465.8,3430319.0,3434802.0,3436385.2,3434393.8,3433279.8,3431935.2,3429762.5,3436010.0,3436751.5,3431828.8,3434653.0,3433321.0,3434996.8,3436352.8,3435144.8,3430647.2,3434513.5,3436220.2,3434407.0,3434434.2,3434010.5,3432332.0,3434699.2,3434902.8,3432310.8,3435334.5,3433957.8,3436117.2,3431099.0,3433566.2,3434944.0,3435975.5,3434554.8,3429893.0
26,3428474.2,3431210.5,3430399.8,3429121.5,3433996.0,3435717.8,3433553.5,3432333.5,3430918.5,3428530.8,3435301.5,3436113.8,3430763.8,3433854.0,3432382.5,3434206.2,3435692.5,3434364.2,3429503.8,3433709.5,3435534.5,3433579.8,3433609.8,3433135.0,3431317.0,3433895.0,3434128.0,3431287.2,3434595.8,3433085.8,3435434.5,3429960.5,3432676.0,3434134.0,3435270.8,3433748.5,3428686.0
27,3427233.0,3430196.2,3429310.0,3427919.2,3433193.2,3435048.5,3432722.2,3431367.0,3429908.2,3427298.8,3434585.2,3435478.5,3429706.0,3433041.2,3431440.5,3433394.0,3435029.2,3433605.8,3428345.8,3432905.2,3434845.0,3432760.5,3432798.5,3432246.0,3430301.0,3433086.8,3433351.2,3430260.5,3433845.2,3432206.8,3434744.8,3428806.8,3431776.5,3433333.0,3434564.2,3432921.2,3427463.5
28,3425707.0,3428959.8,3427969.8,3426420.5,3432203.5,3434240.8,3431696.0,3430193.5,3428675.5,3425759.8,3433713.2,3434689.0,3428410.2,3432050.8,3430287.2,3432409.8,3434207.5,3432654.8,3426897.2,3431916.2,3434009.2,3431736.8,3431792.2,3431169.8,3429047.2,3432088.2,3432393.5,3428981.2,3432956.8,3431126.5,3433915.2,3427384.5,3430654.0,3432344.2,3433710.0,3431931.0,3425959.5
29,3424037.0,3427596.5,3426481.5,3424777.8,3431116.5,3433366.2,3430598.2,3428915.5,3427337.2,3424074.0,3432767.0,3433843.2,3426982.8,3430978.5,3429009.8,3431331.2,3433311.0,3431640.2,3425306.2,3430834.5,3433111.5,3430639.8,3430697.0,3429978.0,3427686.8,3430990.2,3431368.8,3427595.2,3431984.0,3429969.0,3433015.5,3425816.2,3429429.0,3431265.5,3432765.8,3430824.2,3424311.8
30,3422050.8,3425968.8,3424736.0,3422815.8,3429832.2,3432344.8,3429306.2,3427407.5,3425741.8,3422064.2,3431656.0,3432843.2,3425285.2,3429730.8,3427488.2,3430065.0,3432268.0,3430430.8,3423428.8,3429561.5,3432041.0,3429330.0,3429386.2,3428584.5,3426049.0,3429700.5,3430145.2,3425915.8,3430835.5,3428576.0,3431963.5,3423952.5,3427987.0,3429997.8,3431674.2,3429543.8,3422339.0
31,3419821.8,3424166.0,3422753.0,3420617.5,3428399.8,3431199.0,3427869.5,3425737.2,3423989.5,3419815.0,3430418.5,3431739.0,3423380.8,3428340.2,3425808.0,3428649.8,3431090.0,3429093.0,3421329.0,3428165.5,3430855.2,3427885.8,3427914.5,3427024.2,3424230.8,3428279.8,3428806.0,3424049.8,3429577.8,3427018.0,3430806.5,3421850.0,3426374.5,3428594.8,3430460.0,3428090.5,3420127.2
32,3417237.5,3422070.2,3420456.5,3418043.0,3426734.5,3429905.2,3426243.0,3423802.2,3421964.5,3417190.0,3428990.0,3430458.0,3421164.8,3426768.2,3423825.0,3427048.0,3429771.0,3427547.5,3418862.2,3426550.0,3429497.5,3426198.0,3426206.0,3425221.5,3422118.0,3426630.2,3427248.8,3421864.8,3428107.5,3425210.5,3429486.0,3419386.5,3424484.0,3426989.8,3429087.8,3426410.5,3417558.0
33,3414831.8,3420138.8,3418333.2,3415641.5,3425205.2,3428723.8,3424715.5,3422013.8,3420099.8,3414734.0,3427676.8,3429286.0,3419122.0,3425297.8,3421999.2,3425543.8,3428558.2,3426133.8,3416619.8,3425060.0,3428260.8,3424672.0,3424613.8,3423551.5,3420143.5,3425122.2,3425833.0,3419823.8,3426761.8,3423530.2,3428290.2,3417105.0,3422756.2,3425504.5,3427814.2,3424872.8,3415177.5
34,3412146.5,3417982.2,3415933.0,3412987.2,3423525.2,3427430.0,3422997.5,3419989.5,3418037.8,3411999.2,3426226.8,3428001.8,3416829.8,3423676.8,3419984.8,3423865.5,3427203.0,3424560.2,3414086.8,3423412.5,3426877.2,3422948.5,3422850.5,3421702.8,3417965.2,3423435.5,3424256.8,3417544.8,3425287.8,3421659.0,3426956.2,3414537.5,3420812.2,3423840.2,3426415.0,3423151.5,3412533.5
35,3409395.5,3415778.2,3413481.5,3410239.2,3421815.5,3426099.0,3421264.5,3417931.2,3415935.8,3409180.8,3424770.8,3426696.5,3414472.8,3422037.5,3417907.5,3422167.2,3425820.0,3422959.8,3411494.5,3421727.0,3425480.5,3421211.0,3421062.0,3419805.2,3415731.0,3421726.2,3422650.8,3415197.2,3423798.2,3419770.2,3425610.8,3411903.2,3418844.0,3422154.5,3424990.5,3421382.0,3409800.5
36,3407004.0,3413870.2,3411352.0,3407852.5,3420293.5,3424967.0,3419745.2,3416147.8,3414100.8,3406744.2,3423494.8,3425591.2,3412447.0,3420601.0,3416112.5,3420660.5,3424645.8,3421587.2,3409226.2,3420264.8,3424263.5,3419705.5,3419525.0,3418168.5,3413816.0,3420243.5,3421289.8,3413192.0,3422523.8,3418128.5,3424443.5,3409609.8,3417138.2,3420680.0,3423754.5,3419848.8,3407450.5
37,3404535.0,3411903.2,3409150.8,3405363.8,3418736.2,3423797.2,3418161.2,3414289.2,3412198.8,3404214.5,3422178.0,3424458.0,3410319.8,3419116.0,3414249.8,3419128.2,3423428.0,3420175.0,3406900.0,3418767.5,3423022.0,3418151.5,3417947.0,3416477.2,3411786.8,3418707.8,3419859.2,3411082.8,3421216.5,3416404.2,3423251.8,3407214.0,3415362.2,3419170.2,3422461.0,3418297.0,3404968.8
38,3401780.2,3409708.8,3406699.5,3402632.0,3417009.8,3422534.0,3416443.2,3412244.8,3410105.0,3401370.0,3420728.0,3423204.5,3407980.0,3417490.8,3412176.5,3417447.5,3422111.2,3418604.8,3404274.8,3417128.5,3421663.8,3416447.8,3416219.0,3414617.8,3409546.5,3417034.0,3418307.0,3408729.0,3419773.0,3414505.0,3421938.2,3404519.0,3413405.5,3417475.0,3421051.8,3416545.2,3402224.8
39,3399137.0,3407623.8,3404344.8,3399977.8,3415349.2,3421317.8,3414797.2,3410272.8,3408086.2,3398664.2,3419337.2,3422007.5,3405720.2,3415942.2,3410180.8,3415797.5,3420822.0,3417117.8,3401794.8,3415558.8,3420354.8,3414823.8,3414534.2,3412812.0,3407379.0,3415423.0,3416812.8,3406503.5,3418409.8,3412677.0,3420685.0,3401922.5,3411528.0,3415870.5,3419708.8,3414893.0,3399611.8
40,3396263.5,3405348.8,3401769.2,3397128.2,3413532.5,3420018.8,3412999.0,3408159.0,3405926.5,3395697.0,3417844.5,3420747.5,3403275.2,3414289.8,3408027.8,3414007.5,3419444.8,3415502.2,3399100.8,3413861.8,3418954.2,3413074.5,3412698.0,3410859.2,3405026.5,3413673.2,3415184.2,3404014.8,3416941.2,3410677.2,3419366.8,3399090.2,3409516.8,3414104.5,3418277.2,3413072.2,3396722.0
41,3393329.2,3403001.0,3399139.0,3394153.8,3411678.2,3418697.0,3411165.5,3405990.8,3403708.5,3392644.5,3416330.2,3419446.8,3400766.8,3412604.2,3405824.2,3412171.2,3418079.5,3413867.2,3396337.2,3412136.8,3417532.0,3411273.8,3410844.0,3408862.0,3402635.2,3411917.5,3413540.5,3401477.2,3415468.8,3408625.2,3418026.5,3396189.0,3407437.5,3412315.5,3416811.5,3411217.2,3393773.8
42,3390286.2,3400590.8,3396358.5,3391074.0,3409762.0,3417331.8,3409260.8,3403741.0,3401408.2,3389455.2,3414755.5,3418112.8,3398147.0,3410856.5,3403521.5,3410263.8,3416651.2,3412181.8,3393455.8,3410350.2,3416060.2,3409416.2,3408887.0,3406801.5,3400143.0,3410085.0,3411858.5,3398827.5,3413958.8,3406515.2,3416658.0,3393153.0,3405296.8,3410450.2,3415290.0,3409293.0,3390704.5
43,3387035.8,3398018.2,3393401.2,3387759.2,3407740.0,3415884.5,3407221.2,3401340.5,3398932.2,3386061.0,3413106.2,3416709.8,3395358.5,3408969.2,3401066.2,3408262.2,3415122.8,3410389.8,3390373.5,3408495.2,3414496.0,3407432.8,3406809.8,3404616.8,3397462.5,3408132.2,3410064.8,3395972.5,3412350.0,3404263.5,3415187.5,3389915.8,3402993.5,3408488.2,3413668.0,3407226.2,3387460.0
44,3383444.2,3395157.5,3390106.5,3384110.8,3405477.0,3414326.8,3404974.5,3398687.2,3396270.0,3382299.2,3411267.5,3415157.8,3392260.0,3406949.0,3398344.2,3406024.8,3413444.5,3408446.8,3386949.0,3406392.5,3412775.5,3405279.2,3404475.0,3402189.0,3394466.2,3406010.8,3408094.5,3392817.2,3410587.2,3401754.2,3413603.5,3386277.2,3400438.0,3406354.5,3411887.2,3404962.5,3383835.2
45,3379994.8,3392431.0,3386945.2,3380541.8,3403278.0,3412829.8,3402811.0,3396133.5,3393704.0,3378644.8,3409508.8,3413692.5,3389290.0,3404984.0,3395718.2,3403875.2,3411850.8,3406566.0,3383641.8,3404382.2,3411129.0,3403213.0,3402251.0,3399890.5,3391590.8,3403967.0,3406198.8,3389776.2,3408937.2,3399346.5,3412109.0,3382745.5,3398012.2,3404259.5,3410193.8,3402762.2,3380349.0
46,3376912.0,3390011.8,3384139.0,3377383.2,3401335.2,3411496.5,3400866.0,3393859.5,3391387.2,3375407.5,3407953.8,3412404.8,3386631.2,3403223.5,3393371.2,3401950.2,3410445.5,3404905.2,3380752.5,3402615.0,3409686.0,3401370.2,3400296.2,3397838.8,3389011.2,3402166.2,3404544.2,3387065.2,3407490.2,3397210.2,3410782.0,3379589.8,3395881.5,3402399.8,3408683.2,3400838.2,3377262.5
47,3374049.0,3387757.8,3381508.0,3374449.2,3399536.5,3410253.0,3399037.8,3391783.8,3389247.5,3372362.5,3406512.8,3411192.5,3384152.0,3401600.2,3391199.5,3400148.5,3409125.5,3403338.2,3378058.0,3400958.2,3408320.8,3399687.0,3398481.5,3395954.2,3386606.5,3400514.5,3402998.2,3384544.0,3406166.0,3395195.5,3409542.8,3376672.0,3393898.2,3400649.5,3407260.8,3399012.0,3374375.8
48,3370900.2,3385265.2,3378591.2,3371205.8,3397525.2,3408873.8,3397019.5,3389472.8,3386847.8,3369034.0,3404904.5,3409866.2,3381428.5,3399795.2,3388774.8,3398121.2,3407687.0,3401611.2,3375075.0,3399132.2,3406824.8,3397803.0,3396443.8,3393825.5,3383918.8,3398658.8,3401278.2,3381731.8,3404700.8,3392958.5,3408168.0,3373420.2,3391669.2,3398715.0,3405688.5,3397002.8,3371180.8
49,3367701.2,3382736.5,3375625.0,3367937.0,3395505.8,3407509.0,3394964.5,3387124.5,3384430.5,3365660.0,3403282.2,3408519.0,3378664.5,3397950.0,3386359.2,3396068.8,3406221.5,3399874.0,3372057.2,3397304.5,3405316.2,3395917.0,3394403.5,3391685.0,3381195.5,3396783.2,3399560.5,3378914.8,3403224.5,3390684.5,3406807.2,3370150.8,3389432.2,3396759.8,3404110.0,3394985.2,3367945.8
50,3364237.0,3380018.0,3372383.8,3364364.5,3393314.8,3406046.0,3392760.5,3384586.8,3381839.5,3361994.0,3401525.5,3407104.5,3375646.0,3395973.8,3383735.0,3393857.8,3404656.5,3397994.0,3368804.8,3395327.5,3403700.2,3393848.5,3392179.5,3389355.2,3378226.8,3394781.8,3397707.2,3375805.2,3401638.0,3388204.2,3405335.0,3366551.8,3387032.8,3394631.2,3402411.2,3392783.8,3364438.8
51,3360805.5,3377321.5,3369183.2,3360858.0,3391137.0,3404599.2,3390566.8,3382079.2,3379265.0,3358359.2,3399818.0,3405701.5,3372693.2,3394045.0,3381132.2,3391672.0,3403145.8,3396155.2,3365561.5,3393367.2,3402116.0,3391854.0,3389994.8,3387101.8,3375278.8,3392848.2,3395878.2,3372758.0,3400094.8,3385776.2,3403926.8,3362977.2,3384676.2,3392569.8,3400757.5,3390641.0,3360956.2
52,3357507.5,3374741.0,3366063.8,3357446.0,3389018.2,3403230.2,3388438.8,3379685.2,3376805.8,3354863.5,3398163.5,3404375.0,3369821.8,3392185.0,3378648.0,3389567.0,3401677.0,3394409.2,3362454.5,3391476.8,3400590.0,3389939.5,3387892.8,3384893.2,3372445.8,3390989.2,3394145.0,3369773.5,3398630.0,3383429.2,3402557.8,3359498.0,3382378.8,3390576.5,3399167.8,3388543.0,3357586.0
53,3353683.2,3371715.2,3362449.5,3353458.8,3386527.5,3401693.2,3385975.0,3376892.8,3373934.0,3350759.5,3396229.5,3402829.2,3366492.0,3390023.0,3375724.5,3387107.8,3399988.0,3392395.2,3358815.5,3389330.5,3398819.2,3387699.5,3385426.2,3382336.8,3369123.5,3388819.2,3392131.0,3366261.5,3396935.5,3380683.2,3400978.2,3355424.8,3379713.5,3388237.0,3397311.2,3386110.8,3353630.2
54,3349049.5,3368027.8,3357989.2,3348558.8,3383518.0,3399817.0,3382989.5,3373513.0,3370452.2,3345745.5,3393907.8,3400951.5,3362434.0,3387441.2,3372122.5,3384142.0,3397919.8,3389930.8,3354361.8,3386699.5,3396688.8,3384967.5,3382380.0,3379223.5,3365013.0,3386146.0,3389660.2,3361962.0,3394876.2,3377284.5,3399106.0,3350393.2,3376429.5,3385446.8,3395069.5,3383136.5,3348875.8
55,3343864.0,3363917.8,3352972.5,3343054.2,3380150.0,3397711.0,3379670.8,3369715.0,3366577.8,3340122.5,3391340.5,3398879.8,3357881.8,3384553.2,3368116.2,3380797.0,3395619.8,3387178.5,3349405.8,3383740.0,3394325.2,3381914.5,3378986.0,3375748.0,3360438.0,3383137.8,3386913.2,3357063.5,3392603.0,3373494.5,3397051.2,3344699.0,3372772.2,3382306.0,3392594.8,3379818.2,3343505.8
56,3339413.2,3360356.0,3348691.5,3338380.0,3377240.2,3395925.0,3376791.5,3366484.5,3363240.5,3335312.2,3389133.2,3397132.2,3353944.2,3382092.8,3364691.8,3377906.2,3393673.0,3384841.2,3345140.5,3381233.2,3392288.0,3379300.8,3376100.5,3372799.5,3356496.0,3380619.2,3384560.0,3352919.5,3390673.5,3370235.0,3395321.0,3339828.0,3369635.5,3379597.2,3390484.5,3376970.2,3338905.0
57,3334795.2,3356669.5,3344207.0,3333490.2,3374231.5,3394110.8,3373824.0,3363125.5,3359766.8,3330313.2,3386848.2,3395321.8,3349838.0,3379492.5,3361097.5,3374907.8,3391649.2,3382383.8,3340757.2,3378665.8,3390188.0,3376614.5,3373091.5,3369720.5,3352397.8,3378008.5,3382149.5,3348575.5,3388705.2,3366826.5,3393516.8,3334729.0,3366395.2,3376799.8,3388303.0,3374015.2,3334140.8
58,3329898.8,3352824.2,3339439.5,3328293.5,3371045.8,3392212.0,3370689.5,3359577.0,3356121.5,3324951.8,3384437.5,3393416.0,3345508.5,3376806.2,3357316.5,3371722.0,3389541.5,3379829.0,3336045.2,3375949.2,3387976.2,3373781.2,3369882.8,3366493.0,3348019.0,3375244.2,3379592.5,3343921.0,3386603.8,3363194.0,3391650.5,3329251.0,3362995.2,3373835.5,3386008.0,3370874.5,3329058.2
59,3324544.0,3348617.5,3334155.2,3322572.0,3367522.8,3390177.0,3367296.2,3355705.5,3352137.2,3319050.2,3381799.2,3391332.5,3340753.2,3373882.5,3353142.5,3368261.0,3387226.2,3377061.8,3330888.8,3373007.2,3385615.2,3370709.0,3366377.0,3362963.2,3343231.0,3372200.5,3376807.5,3338798.8,3384373.8,3359255.0,3389635.5,3323203.5,3359240.5,3370583.5,3383485.2,3367414.2,3323501.2
60,3318269.5,3343664.0,3328045.2,3315852.2,3363487.8,3387812.8,3363327.8,3351260.5,3347492.5,3312125.2,3378778.0,3388899.0,3335232.0,3370496.8,3348258.2,3364223.5,3384542.5,3373816.8,3324827.0,3369560.2,3382819.8,3367120.2,3362233.2,3358789.8,3337565.0,3368698.0,3373596.5,3332755.0,3381761.8,3354641.0,3387295.0,3316107.5,3354855.0,3366836.0,3380606.0,3363375.0,3317000.2
61,3312544.0,3339174.8,3322460.0,3309755.8,3359767.2,3385694.0,3359655.2,3347199.0,3343280.8,3305856.2,3376023.0,3386709.8,3330236.2,3367430.8,3343855.0,3360574.5,3382107.8,3370896.5,3319341.0,3366391.8,3380319.2,3363884.5,3358442.5,3355008.8,3332440.8,3365579.2,3370666.5,3327234.8,3379436.5,3350387.8,3385196.8,3309554.2,3350886.8,3363448.2,3377976.8,3359743.2,3311089.8
